Batch Size,Epochs,Train Size,Train Time,MSE Train,rep,error_trace
64,100,750,13.132354497909546,0.03214918464250709,1,"[0.23256098 0.16720201 0.1057168  0.08900794 0.08300725 0.08004609
 0.07668325 0.07393135 0.07151361 0.07080086 0.06885362 0.0680884
 0.06671608 0.06534471 0.06461285 0.06349262 0.0627063  0.06154658
 0.06047363 0.05964828 0.05933239 0.05784475 0.0574493  0.05638077
 0.05596355 0.05539878 0.05420667 0.05351925 0.05340461 0.05251829
 0.05190469 0.05044223 0.05037843 0.04940172 0.04876475 0.04883742
 0.04761609 0.0480018  0.04680519 0.04659343 0.04629434 0.04517125
 0.04531027 0.04492763 0.04421032 0.04368422 0.04396623 0.04336898
 0.04270986 0.04272898 0.04233785 0.04219891 0.0417744  0.04098476
 0.04176058 0.04062744 0.04065596 0.04071366 0.0400458  0.03963495
 0.03941886 0.03888093 0.03885227 0.03904602 0.03845329 0.0388554
 0.0380632  0.03770659 0.03764038 0.03745958 0.03705385 0.03723941
 0.03691963 0.0366098  0.03672589 0.03593142 0.03567737 0.03544811
 0.03525198 0.03544929 0.03603855 0.03454455 0.03460933 0.03443178
 0.03405916 0.03421739 0.03389698 0.03401946 0.03320145 0.0334433
 0.03311794 0.03311337 0.03309753 0.03283743 0.03322641 0.03218082
 0.03236059 0.03204201 0.03206834 0.03214918]"
64,100,750,13.202914953231812,0.03134445459194349,2,"[0.23165235 0.16918161 0.10946863 0.09028935 0.08527224 0.08097715
 0.0776277  0.07624259 0.07458417 0.07282148 0.07101708 0.06967682
 0.06797048 0.06720018 0.06545858 0.06510524 0.06392614 0.06247737
 0.0613902  0.06075864 0.05929605 0.05823801 0.05775825 0.05648168
 0.05587962 0.055614   0.05419271 0.05399792 0.05326443 0.05268128
 0.05126646 0.05097588 0.05040192 0.05014877 0.04969807 0.04873988
 0.04835315 0.04786391 0.04748797 0.04710245 0.04731211 0.04616401
 0.04546175 0.04518215 0.04472062 0.04446188 0.04404719 0.04368708
 0.04381293 0.04332404 0.04288911 0.04221684 0.04186079 0.04154685
 0.04154703 0.04110695 0.04066725 0.04018516 0.04062921 0.04077431
 0.03953971 0.03879146 0.03901944 0.03866371 0.03852418 0.03810515
 0.03794215 0.03737344 0.03714241 0.03722282 0.03668874 0.03730834
 0.03615287 0.03611284 0.03609702 0.03562625 0.03618547 0.0360722
 0.03515815 0.03513234 0.03504764 0.03461944 0.03466117 0.03419151
 0.03389432 0.03389077 0.03382746 0.03354821 0.03428903 0.03348095
 0.03277513 0.03291275 0.03244022 0.03265087 0.03283396 0.03188792
 0.03341247 0.03208176 0.03159555 0.03134445]"
32,100,750,21.24163842201233,0.030234607162487395,0,"[0.223255   0.16779045 0.10503617 0.08472233 0.07956978 0.07595874
 0.07275617 0.07014649 0.06765905 0.06631491 0.06522217 0.06401632
 0.06308366 0.06219172 0.06097117 0.06026735 0.05924717 0.05828906
 0.05686606 0.05563399 0.0548417  0.05398425 0.05324948 0.05268848
 0.05208612 0.05122264 0.05078978 0.05032307 0.04989343 0.04943476
 0.04828734 0.04785333 0.04716449 0.04668416 0.04630466 0.04560815
 0.04545106 0.04487848 0.0444387  0.04393834 0.04346035 0.04321108
 0.04252794 0.0422289  0.04216063 0.04151488 0.04122293 0.04079933
 0.04041719 0.04034167 0.03979015 0.03992182 0.03939018 0.03919293
 0.03872312 0.03854636 0.03828817 0.03785919 0.03743454 0.03729432
 0.03698308 0.03657747 0.03631675 0.03614196 0.03580726 0.03582682
 0.03557632 0.03525825 0.03530385 0.03516221 0.03483636 0.0350109
 0.0342915  0.03447572 0.03386502 0.03366899 0.03380941 0.03328143
 0.03319622 0.03309441 0.03269483 0.03282302 0.0327089  0.032278
 0.03251652 0.03192574 0.03196952 0.03185838 0.03182313 0.0314068
 0.03125058 0.03104977 0.03109398 0.03073944 0.03115046 0.03049359
 0.03050488 0.03047595 0.03030686 0.03023461]"
32,100,750,21.25627565383911,0.028962660904216828,1,"[0.23326569 0.18971238 0.12505304 0.09070711 0.08024769 0.07491441
 0.07171362 0.06977057 0.06802415 0.06638121 0.06437463 0.06332832
 0.0619945  0.06038396 0.05938658 0.05840183 0.05735225 0.05669831
 0.05566906 0.05468466 0.05402973 0.05330893 0.05250323 0.05170614
 0.05123921 0.05020375 0.04956775 0.04881287 0.0483513  0.04735857
 0.04711412 0.046529   0.04587889 0.04550594 0.04514702 0.04465752
 0.04386796 0.04346442 0.04286463 0.04241867 0.04200194 0.04181389
 0.04139719 0.04089817 0.04068762 0.04026394 0.03971165 0.03946687
 0.03910759 0.03873609 0.03838005 0.03814217 0.03808952 0.03777032
 0.03724819 0.03712418 0.03653232 0.03674088 0.03623064 0.03610354
 0.0355931  0.03538236 0.03520885 0.03509799 0.03465684 0.03462708
 0.03419565 0.03404951 0.03391472 0.03362195 0.03351864 0.0332518
 0.03296324 0.03266271 0.03276673 0.03248561 0.03220496 0.0322392
 0.03190884 0.03187932 0.03169224 0.03126199 0.03115677 0.0312887
 0.03078208 0.03097248 0.03053328 0.03043727 0.03013131 0.03061022
 0.0299288  0.02981859 0.02970972 0.02994409 0.02931387 0.0291597
 0.02930314 0.02921345 0.02928952 0.02896266]"
32,100,750,21.464616060256958,0.03094052643142172,2,"[0.22150464 0.15525748 0.09803092 0.08576853 0.08146763 0.07733404
 0.07437548 0.07199789 0.0704552  0.06893255 0.06764132 0.06618534
 0.06428361 0.06283169 0.0618479  0.0608306  0.06007518 0.05895857
 0.05829836 0.05732767 0.05680552 0.05570262 0.05458609 0.05308722
 0.05223632 0.05156528 0.05107379 0.05029603 0.04964968 0.0492715
 0.04852297 0.04813257 0.04742903 0.04697739 0.0461817  0.0460925
 0.04565418 0.04500741 0.0449889  0.04445207 0.04397348 0.04327734
 0.04298609 0.04275639 0.04276375 0.04202902 0.04168021 0.04144536
 0.04091445 0.04061542 0.04054808 0.04016071 0.03994069 0.03947748
 0.03928849 0.03908962 0.03868373 0.03834276 0.03825449 0.03801075
 0.03773311 0.03750327 0.03759497 0.0368731  0.03676673 0.03658886
 0.03645994 0.03615599 0.03589294 0.0356618  0.03561401 0.03535822
 0.03508369 0.03505321 0.03488472 0.03469671 0.03451645 0.03413876
 0.03408298 0.03388367 0.03381994 0.03362305 0.03352178 0.03318513
 0.03292375 0.0330389  0.0330019  0.03276013 0.03248264 0.03246181
 0.03232921 0.03228555 0.03194463 0.03171895 0.03161261 0.03143049
 0.03162376 0.03118852 0.03114513 0.03094053]"
512,100,1500,19.11438298225403,0.04176729803923978,0,"[0.38452575 0.29940399 0.21939476 0.18779459 0.13631404 0.11956255
 0.15644034 0.12335646 0.11624675 0.09945505 0.09362251 0.09175526
 0.08788301 0.08570411 0.0856525  0.08430356 0.0825581  0.08139662
 0.08188911 0.07802999 0.07787025 0.07468496 0.07642386 0.07342178
 0.0720768  0.07085961 0.07054671 0.06857432 0.06947124 0.06795582
 0.07109938 0.06757225 0.06475097 0.06432286 0.06457142 0.06273502
 0.06388225 0.06152374 0.06242943 0.06066903 0.06153675 0.061523
 0.0578185  0.06049906 0.0564179  0.05879645 0.05542965 0.05781827
 0.05571305 0.05657379 0.05384281 0.05403036 0.05506454 0.05753078
 0.05545621 0.05188357 0.05407738 0.05112773 0.0518458  0.05107323
 0.05078573 0.05096783 0.0525998  0.04964435 0.05001787 0.04818614
 0.05032167 0.04952561 0.04742712 0.04867303 0.04806234 0.0490018
 0.04695549 0.04797311 0.04513043 0.04612809 0.04781206 0.04704075
 0.04705294 0.04632128 0.04434534 0.04387963 0.04574302 0.04480009
 0.04566329 0.04263268 0.04352782 0.04211295 0.04329203 0.04313309
 0.04505466 0.0437111  0.04483101 0.04212914 0.03900866 0.04051029
 0.0406443  0.04261986 0.04002634 0.0417673 ]"
512,100,1500,18.330906867980957,0.04272197837135078,1,"[0.40920941 0.31256495 0.23862815 0.18020948 0.14337248 0.1239256
 0.11110229 0.10526763 0.09938262 0.10058248 0.09444138 0.09255082
 0.09106855 0.08687286 0.08695532 0.08755986 0.08282257 0.08353154
 0.07987745 0.08189985 0.0775378  0.07720675 0.07706949 0.07474992
 0.07359108 0.07247352 0.07304475 0.07158425 0.07201357 0.06760256
 0.07115893 0.06711726 0.06905021 0.0638451  0.06883757 0.06233896
 0.06598813 0.0623954  0.06250126 0.06028054 0.06001746 0.0584648
 0.05961539 0.05551556 0.05928844 0.06281382 0.05559948 0.05719619
 0.05464423 0.05305988 0.05466909 0.05669393 0.05387728 0.05356145
 0.05354203 0.0552406  0.05104127 0.05229746 0.05128653 0.04922022
 0.05039733 0.05016119 0.04912725 0.05243957 0.04820729 0.04646567
 0.04995415 0.04928349 0.04892962 0.04714225 0.0496483  0.04688031
 0.0444891  0.04714437 0.04578605 0.04373197 0.04621254 0.04624614
 0.04494376 0.04472427 0.04390334 0.0452522  0.04215692 0.04263632
 0.0432192  0.04694514 0.04357507 0.04150658 0.0419478  0.04096102
 0.04249137 0.04169385 0.04036963 0.04487804 0.04302375 0.04078453
 0.0397502  0.03763095 0.04023102 0.04272198]"
512,100,1500,18.530049800872803,0.04149119355495976,2,"[0.40849529 0.26335125 0.16429947 0.14660396 0.13387393 0.15989539
 0.14791848 0.11659858 0.11944759 0.10845335 0.098905   0.09490095
 0.09236434 0.09180344 0.08726775 0.08686243 0.08341278 0.08372327
 0.08127041 0.07952548 0.07934871 0.07800232 0.0769385  0.0761725
 0.07761907 0.07219414 0.07336401 0.07142372 0.07214658 0.06793927
 0.06889728 0.06710257 0.06695447 0.06535246 0.06655561 0.06448398
 0.06460092 0.06355399 0.06162222 0.06413769 0.06310249 0.05905144
 0.06005959 0.05799423 0.06008059 0.05647115 0.0579146  0.05766601
 0.0563294  0.05514611 0.05572457 0.05714892 0.05724557 0.05360304
 0.05598071 0.05273316 0.05274868 0.0523241  0.05342488 0.05434993
 0.05031427 0.05396157 0.05323477 0.05042421 0.0508045  0.05054709
 0.04836519 0.04905938 0.04895144 0.04758387 0.0495621  0.04934046
 0.04919898 0.04843431 0.04503292 0.04942498 0.04513007 0.04779916
 0.04616734 0.04459687 0.04649031 0.04705093 0.04588674 0.04367072
 0.04322027 0.0440891  0.04469189 0.04274826 0.04248015 0.04491316
 0.0431618  0.04414925 0.04774977 0.04469928 0.0409478  0.04170643
 0.04038264 0.04062981 0.04161931 0.04149119]"
256,100,1500,19.973891258239746,0.024900602454967703,0,"[0.26767016 0.16097454 0.09803265 0.08650222 0.08423674 0.0814507
 0.07785043 0.07450022 0.07261438 0.07130293 0.06957059 0.06753486
 0.06598554 0.06386186 0.06229789 0.06136425 0.05995479 0.05802063
 0.0578856  0.05711309 0.0556401  0.05499874 0.05481734 0.05196356
 0.05200248 0.05140098 0.05146763 0.04855067 0.04900205 0.04708935
 0.04795861 0.04743886 0.0451141  0.04570931 0.04517083 0.0440463
 0.04240017 0.04273645 0.04271129 0.041284   0.04247095 0.04102115
 0.03964737 0.03933265 0.03903954 0.03799819 0.03774121 0.0376091
 0.04251415 0.03575725 0.03675402 0.03619505 0.03570044 0.03514033
 0.03756697 0.03501675 0.03392073 0.03481438 0.03391611 0.0348294
 0.03338074 0.03303942 0.03368728 0.03182371 0.03241342 0.03196382
 0.03225032 0.0354573  0.02959572 0.03105856 0.0307198  0.02987619
 0.03134384 0.03128371 0.03019728 0.0292197  0.02847819 0.03013751
 0.02739232 0.03031387 0.03044303 0.02804615 0.02830135 0.02762095
 0.02693112 0.02874862 0.02630842 0.02641121 0.02879019 0.02985333
 0.02540726 0.02698371 0.02578231 0.02541458 0.02702949 0.02776641
 0.02561387 0.02580338 0.02520149 0.0249006 ]"
256,100,1500,20.320998907089233,0.02586898883345746,1,"[0.27392388 0.1811322  0.10317169 0.09027461 0.08429052 0.07975653
 0.07562535 0.07502945 0.07218206 0.06998235 0.06838364 0.06757247
 0.06540206 0.06445202 0.06366651 0.0613244  0.05994768 0.05988132
 0.05762646 0.05584751 0.05578927 0.05467527 0.05319409 0.05370757
 0.05176376 0.05101015 0.04934527 0.04955827 0.04910202 0.04784516
 0.04695227 0.04629715 0.04653278 0.04609605 0.04378469 0.04424714
 0.04466578 0.04278844 0.04347747 0.0415542  0.0419203  0.04117449
 0.04070181 0.04003499 0.04135365 0.04012999 0.03821719 0.03848696
 0.03707022 0.03791134 0.03893311 0.03772608 0.03702597 0.03700681
 0.0355651  0.03604803 0.03534982 0.03567669 0.03721978 0.03355772
 0.03450155 0.03305751 0.03475424 0.03467668 0.03461254 0.03303893
 0.03195312 0.03349449 0.03310368 0.03216651 0.03155393 0.03051416
 0.03129211 0.03001176 0.03017477 0.0324903  0.03031045 0.03022112
 0.02962512 0.03003461 0.02844164 0.02922844 0.02770072 0.02903823
 0.02881246 0.02844355 0.03373176 0.02622638 0.02669789 0.02838372
 0.02628656 0.02699346 0.02950597 0.02725729 0.02492993 0.0263168
 0.02653605 0.02665039 0.02653296 0.02586899]"
256,100,1500,19.475890159606934,0.024881963201919554,2,"[0.25970784 0.15627938 0.0917963  0.08445629 0.08098338 0.07718941
 0.07464548 0.07214245 0.06966881 0.06822858 0.06634653 0.06494788
 0.06430769 0.06236576 0.06115221 0.06022234 0.05884183 0.05716671
 0.05610197 0.05545519 0.05548311 0.0532511  0.05282409 0.05179403
 0.05099722 0.04990518 0.05072304 0.04814386 0.04755696 0.04787899
 0.04607304 0.04664232 0.04541088 0.04534598 0.04398993 0.04494583
 0.04270702 0.04264899 0.04274752 0.04179065 0.04253415 0.04141448
 0.04080232 0.03988017 0.03918643 0.03877441 0.03880839 0.03952593
 0.03892117 0.03721827 0.03737613 0.03723831 0.03695378 0.03713813
 0.03652968 0.0344786  0.03532296 0.03392893 0.03544429 0.03352884
 0.0331824  0.03779216 0.03291577 0.03283368 0.03244785 0.03226914
 0.03293203 0.03241328 0.03456092 0.03072551 0.03123854 0.0312768
 0.03131156 0.03134755 0.03317063 0.02910797 0.03019179 0.02958227
 0.02937901 0.03007398 0.03123143 0.02975726 0.02824103 0.02974765
 0.02788637 0.0277569  0.02807184 0.02980028 0.02869095 0.02683354
 0.02763593 0.02657975 0.02746732 0.02800886 0.02741791 0.02608595
 0.02576508 0.02666921 0.02675401 0.02488196]"
